3 88 185
3 85 65
3 71 4
4 72 81
4 81 62
4 87 625
4 118 1
4 89 758
7 128 314
7 129 7
7 131 23
7 133 1
7 8 323
7 9 5
7 10 48
7 269 2
7 14 323
7 23 1
7 24 2
7 136 250
7 51 308
7 13 29
7 208 84
7 213 45
7 88 207
7 90 4
7 121 118
7 123 123
7 124 5
7 125 3
8 128 2572
8 1088 17
8 133 57
8 136 570
8 9 931
8 10 69
8 140 29
8 269 2
8 14 2587
8 784 17
8 17 2
8 21 10
8 23 1
8 24 381
8 921 17
8 796 17
8 157 21
8 32 76
8 91 10
8 39 11
8 40 2
8 171 96
8 1068 17
8 173 162
8 175 4
8 449 116
8 51 2836
8 439 115
8 442 2
8 447 168
8 448 4
8 193 17
8 435 9
8 452 81
8 1089 17
8 71 36
8 456 32
8 129 24
8 717 45
8 78 340
8 208 182
8 352 94
8 213 174
8 215 81
8 88 408
8 90 374
8 347 169
8 349 9
8 351 36
8 96 2
8 353 11
8 379 88
8 97 68
8 672 5
8 121 402
8 123 1000
8 125 4
8 895 17
9 128 773
9 129 176
9 133 182
9 449 123
9 10 26
9 140 1
9 269 9
9 14 573
9 784 22
9 17 36
9 21 14
9 23 4
9 24 621
9 921 22
9 796 22
9 157 7
9 32 198
9 347 143
9 39 25
9 40 2
9 169 23
9 193 22
9 171 7
9 1068 22
9 173 6
9 175 40
9 136 174
9 51 863
9 54 1
9 439 213
9 88 113
9 442 2
9 479 3
9 447 327
9 448 78
9 1089 22
9 452 53
9 353 11
9 456 44
9 1088 22
9 717 54
9 78 512
9 208 120
9 337 50
9 339 39
9 213 97
9 215 67
9 90 156
9 91 3
9 93 5
9 351 3
9 352 182
9 97 201
9 123 744
9 16 3
9 672 7
9 336 10
9 121 433
9 379 54
9 125 78
9 895 22
10 14 69
10 173 31
10 17 7
10 532 9
10 21 25
10 24 4
10 32 109
10 38 170
10 1063 3
10 40 583
10 1068 3
10 51 218
10 1077 3
10 74 80
10 78 131
10 591 90
10 592 121
10 88 302
10 90 15
10 106 46
10 107 3
10 121 414
10 123 113
10 125 198
10 128 108
10 129 175
10 133 322
10 136 76
10 137 1
10 651 2
10 140 1
10 662 1
10 663 1
10 667 1
10 668 1
10 157 80
10 679 201
10 169 9
10 682 167
10 171 2
10 685 74
10 175 27
10 690 155
10 185 10
10 186 111
10 189 198
10 193 195
10 195 3
10 202 7
10 206 254
10 208 293
10 215 17
10 225 14
10 230 3
10 232 4
10 39 239
10 748 75
10 763 1
10 258 14
10 265 17
10 270 2
10 784 3
10 387 5
10 796 5
10 308 4
10 310 3
10 315 4
10 319 70
10 329 22
10 336 5
10 337 76
10 339 33
10 347 12
10 860 3
10 353 1
10 899 168
10 394 210
10 915 1
10 921 3
10 425 196
10 439 275
10 442 379
10 447 282
10 448 263
10 968 3
10 1001 1
10 507 30
10 508 2
11 896 4
11 1024 20
11 131 3
11 778 1
11 397 530
11 786 6
11 259 17
11 922 3
11 798 9
11 31 18
11 805 6
11 166 10
11 680 71
11 41 20
11 810 5
11 43 477
11 942 2
11 687 162
11 48 12
11 689 77
11 180 3
11 158 146
11 55 21
11 441 604
11 683 122
11 187 14
11 188 1
11 266 1
11 446 131
11 575 24
11 320 88
11 194 296
11 451 631
11 196 21
11 1094 13
11 585 17
11 204 33
11 892 1
11 463 58
11 450 213
11 209 60
11 89 2
11 207 23
11 348 514
11 95 2
11 444 609
11 108 110
11 749 54
11 1021 7
11 190 63
11 248 2
11 122 56
11 124 7
11 42 13
11 383 117
12 480 1
12 130 3
12 131 112
12 134 4
12 328 4
12 348 17
12 42 18
12 172 13
12 13 282
12 28 246
12 77 180
12 368 2
12 209 1
12 275 133
12 20 16
12 376 17
12 52 204
12 122 26
12 79 287
12 124 86
12 30 235
13 130 60
13 131 924
13 134 103
13 18 4
13 275 94
13 20 893
13 28 677
13 30 223
13 31 2
13 42 223
13 172 47
13 174 35
13 52 1239
13 73 1
13 77 117
13 79 647
13 209 24
13 338 18
13 218 59
13 348 27
13 350 1
13 368 7
13 376 28
13 122 56
13 124 491
13 127 15
14 128 2583
14 129 71
14 133 509
14 136 575
14 139 2
14 140 6
14 269 9
14 21 1
14 662 5
14 23 2
14 24 296
14 541 36
14 414 13
14 32 61
14 417 1
14 419 4
14 420 37
14 552 22
14 171 151
14 173 645
14 175 180
14 51 3479
14 308 205
14 439 7
14 347 26
14 351 13
14 447 19
14 449 11
14 435 9
14 323 5
14 452 13
14 326 32
14 71 7
14 456 5
14 663 2
14 78 146
14 208 244
14 337 1
14 213 366
14 215 13
14 88 463
14 548 12
14 90 356
14 91 1
14 349 7
14 479 6
14 96 2
14 97 64
14 315 2
14 485 21
14 352 18
14 157 3
14 319 136
14 123 1245
14 121 582
14 217 20
14 379 15
14 252 64
14 125 9
14 255 20
16 128 98
16 129 61
16 133 190
16 17 34
16 136 7
16 169 23
16 339 48
16 171 151
16 140 1
16 175 13
16 336 13
16 337 76
16 51 178
16 21 17
16 215 17
16 121 2
16 25 10
16 123 183
16 125 11
16 94 15
17 128 97
17 129 115
17 133 126
17 51 74
17 137 1
17 140 3
17 21 37
17 25 1
17 38 1
17 40 41
17 169 60
17 171 2
17 175 23
17 177 38
17 179 44
17 74 62
17 336 22
17 337 1
17 339 9
17 215 27
17 219 15
17 93 11
17 94 121
17 121 19
17 136 18
17 123 113
17 125 75
18 130 122
18 131 62
18 134 304
18 138 49
18 141 36
18 19 7
18 22 96
18 27 107
18 31 121
18 170 99
18 172 5
18 48 38
18 50 2
18 52 63
18 55 4
18 73 2
18 335 5
18 216 105
18 122 1
18 124 50
18 126 7
18 127 104
19 50 5
19 124 6
19 31 2
20 130 68
20 131 531
20 134 112
20 521 1
20 28 793
20 30 80
20 292 1
20 549 10
20 422 21
20 423 14
20 41 28
20 42 84
20 43 3
20 172 102
20 174 35
20 50 2
20 52 1519
20 309 24
20 441 1
20 316 15
20 320 35
20 450 1
20 325 3
20 327 11
20 328 1
20 77 211
20 79 382
20 209 73
20 338 18
20 214 62
20 89 26
20 218 84
20 348 20
20 350 1
20 229 1
20 480 10
20 166 3
20 488 1
20 368 1
20 376 7
20 122 60
20 124 481
20 127 15
21 685 259
21 529 689
21 22 1
21 1048 188
21 1051 146
21 1052 304
21 39 45
21 1068 388
21 48 28
21 51 275
21 1076 304
21 570 8
21 1089 330
21 579 9
21 71 922
21 72 377
21 74 4
21 78 12
21 88 1046
21 89 7
21 93 4
21 96 90
21 106 3
21 107 200
21 621 77
21 622 710
21 121 253
21 123 270
21 125 2426
21 127 24
21 128 743
21 129 1215
21 133 1805
21 136 50
21 137 41
21 651 15
21 140 1328
21 24 2
21 662 24
21 667 120
21 169 1077
21 170 39
21 171 26
21 173 129
21 175 2
21 177 27
21 193 769
21 194 243
21 717 3
21 208 692
21 212 3
21 215 2828
21 216 290
21 219 4
21 220 96
21 224 7
21 1063 1
21 762 120
21 776 36
21 270 40
21 784 232
21 277 1
21 796 388
21 798 272
21 808 96
21 835 273
21 336 498
21 337 4
21 339 9
21 345 5
21 347 1959
21 348 204
21 349 2
21 351 27
21 352 21
21 353 6
21 356 94
21 357 12
21 359 65
21 361 184
21 370 93
21 890 55
21 379 378
21 382 53
21 895 242
21 912 183
21 913 258
21 915 386
21 916 35
21 921 355
21 922 325
21 934 146
21 935 325
21 429 249
21 432 237
21 435 4
21 439 406
21 447 334
21 449 259
21 452 349
21 455 84
21 457 165
21 1001 205
21 497 155
21 498 68
21 1011 7
21 508 515
21 509 3
21 510 30
22 130 725
22 131 102
22 132 90
22 134 1578
22 623 15
22 138 44
22 651 15
22 396 12
22 141 652
22 271 57
22 124 235
22 531 21
22 278 6
22 921 7
22 922 15
22 283 1
22 158 14
22 31 69
22 48 684
22 418 23
22 27 35
22 220 17
22 935 15
22 169 14
22 170 1167
22 455 59
22 173 1
22 174 41
22 431 86
22 176 45
22 433 73
22 178 13
22 52 135
22 567 11
22 436 2
22 347 8
22 510 30
22 193 3
22 194 15
22 71 12
22 72 82
22 457 56
22 330 21
22 331 17
22 126 22
22 207 22
22 209 265
22 338 8
22 340 5
22 87 3
22 216 1762
22 89 373
22 218 26
22 335 263
22 348 218
22 482 32
22 357 35
22 358 1
22 361 38
22 107 102
22 509 15
22 244 2
22 373 5
22 374 6
22 430 9
22 55 42
22 122 153
22 127 1367
22 508 15
22 125 17
22 382 5
22 426 5
23 32 30
23 128 3
23 269 65
23 208 80
23 51 6
23 213 59
23 24 212
23 121 74
24 685 76
24 528 219
24 532 35
24 32 1939
24 33 27
24 548 9
24 38 1992
24 1063 4
24 40 1381
24 860 1301
24 1068 72
24 557 15
24 558 123
24 349 2
24 562 821
24 51 9003
24 1077 30
24 54 18
24 571 3
24 1088 68
24 1089 68
24 1094 1
24 1095 4
24 78 4664
24 592 317
24 88 47
24 90 31
24 97 242
24 107 3
24 625 8
24 628 64
24 629 12
24 121 273
24 123 275
24 128 467
24 133 9
24 449 1294
24 651 37
24 140 2
24 877 22
24 660 125
24 878 95
24 662 597
24 151 34
24 665 1
24 667 133
24 668 1
24 965 282
24 672 10
24 679 1
24 682 15
24 173 919
24 687 4
24 968 1144
24 185 80
24 186 32
24 699 449
24 189 10
24 703 1363
24 193 711
24 194 34
24 195 46
24 196 1
24 717 143
24 208 352
24 213 198
24 215 167
24 225 220
24 232 36
24 39 4987
24 756 303
24 757 1
24 758 168
24 759 73
24 763 1
24 764 102
24 767 43
24 773 11
24 556 217
24 269 864
24 784 77
24 708 592
24 796 550
24 286 828
24 808 47
24 818 10
24 308 997
24 821 1291
24 310 46
24 823 1199
24 825 1
24 315 163
24 319 1252
24 323 145
24 332 17
24 848 3
24 337 4
24 850 10
24 856 118
24 347 2934
24 348 28
24 861 1
24 351 30
24 352 723
24 353 10
24 867 90
24 869 48
24 870 385
24 874 72
24 365 361
24 366 274
24 879 97
24 369 36
24 377 20
24 378 1
24 379 378
24 895 84
24 899 1
24 663 425
24 908 3
24 911 2
24 913 6
24 915 7
24 919 2
24 920 3
24 921 171
24 922 35
24 929 272
24 419 153
24 420 23
24 425 1
24 71 27
24 941 2
24 942 18
24 435 3
24 439 3050
24 952 19
24 442 2984
24 958 6
24 447 3434
24 448 2441
24 961 3
24 452 167
24 453 6
24 967 36
24 456 112
24 458 636
24 971 178
24 979 1
24 473 94
24 474 375
24 479 85
24 994 64
24 485 627
24 252 179
24 1004 3
24 501 2
24 508 38
24 509 36
24 510 31
24 1023 7
25 133 188
25 179 1
25 38 77
25 39 94
25 40 37
25 169 29
25 171 11
25 173 9
25 177 60
25 51 93
25 181 50
25 56 27
25 337 11
25 219 26
25 94 102
25 96 8
25 369 44
25 377 3
25 378 9
25 123 7
25 125 2
27 130 11
27 131 63
27 134 200
27 138 2
27 31 7
27 180 1
27 41 13
27 42 68
27 43 9
27 172 4
27 174 10
27 178 15
27 52 130
27 182 29
27 183 16
27 57 6
27 55 7
27 216 39
27 95 23
27 124 27
27 170 42
27 127 25
28 525 47
28 1052 4
28 30 695
28 859 23
28 36 6
28 41 951
28 42 3074
28 555 229
28 48 24
28 561 18
28 1076 2
28 350 2
28 55 25
28 575 75
28 72 9
28 585 86
28 77 482
28 700 168
28 107 23
28 630 61
28 122 7
28 124 212
28 131 435
28 134 37
28 450 110
28 662 24
28 663 8
28 664 580
28 665 203
28 667 23
28 668 16
28 670 20
28 671 15
28 172 21
28 174 1683
28 187 201
28 188 245
28 701 238
28 190 19
28 704 654
28 194 9
28 709 243
28 710 1
28 972 33
28 207 7
28 209 5
28 216 9
28 222 28
28 228 99
28 229 6
28 231 3
28 757 137
28 761 89
28 763 3
28 253 300
28 766 233
28 256 122
28 259 11
28 778 1
28 782 1
28 43 484
28 786 1
28 275 1031
28 276 889
28 798 627
28 560 18
28 292 1
28 819 75
28 309 1493
28 822 115
28 824 44
28 52 7362
28 316 11
28 320 1386
28 324 264
28 327 205
28 328 55
28 333 26
28 849 12
28 851 19
28 853 1
28 347 1
28 348 2255
28 862 15
28 864 61
28 866 35
28 871 10
28 875 1
28 876 2
28 367 4
28 368 128
28 376 425
28 892 1
28 382 24
28 383 172
28 384 59
28 389 4
28 391 8
28 913 2
28 914 18
28 916 62
28 922 44
28 923 11
28 930 2
28 431 14
28 158 1
28 441 777
28 444 745
28 445 60
28 446 928
28 959 2
28 962 12
28 451 277
28 966 555
28 455 11
28 457 9
28 970 15
28 460 95
28 418 41
28 463 32
28 466 135
28 79 2722
28 478 115
28 480 8
28 486 419
28 1002 1
28 1011 4
29 209 18
29 214 2
30 704 163
30 131 7
30 662 99
30 391 3
30 124 15
30 188 43
30 276 165
30 918 19
30 663 16
30 664 192
30 665 44
30 922 6
30 667 99
30 924 7
30 798 43
30 671 71
30 555 17
30 923 6
30 36 23
30 41 83
30 42 368
30 43 200
30 174 2
30 48 100
30 561 227
30 819 8
30 52 726
30 309 7
30 822 6
30 441 60
30 187 58
30 444 37
30 445 18
30 446 353
30 575 18
30 320 286
30 864 21
30 450 45
30 451 40
30 709 307
30 966 23
30 328 22
30 585 30
30 972 21
30 77 258
30 79 743
30 849 1
30 853 1
30 670 97
30 859 12
30 348 195
30 862 21
30 480 4
30 766 131
30 668 71
30 916 6
30 228 42
30 700 329
30 107 100
30 701 157
30 275 236
30 316 14
30 757 25
30 376 27
30 122 2
30 763 43
30 460 192
30 382 10
30 383 26
31 130 107
31 131 7
31 134 159
31 138 22
31 41 18
31 170 84
31 43 36
31 48 122
31 178 15
31 180 19
31 183 2
31 52 13
31 187 1
31 188 4
31 73 2
31 76 25
31 141 40
31 92 2
31 216 75
31 335 4
31 348 6
31 95 19
31 361 1
31 124 28
31 126 2
31 127 72
32 685 109
32 528 150
32 532 1
32 33 1
32 548 1
32 38 1618
32 39 2056
32 40 964
32 556 284
32 557 11
32 558 2
32 562 299
32 51 1348
32 1077 14
32 54 21
32 78 2603
32 591 94
32 592 504
32 90 21
32 97 181
32 625 31
32 628 73
32 629 12
32 121 108
32 123 34
32 128 8
32 660 58
32 662 150
32 663 114
32 667 28
32 679 724
32 682 547
32 173 285
32 968 162
32 690 574
32 185 18
32 186 370
32 699 276
32 189 713
32 703 382
32 193 849
32 195 34
32 708 195
32 208 68
32 213 4
32 215 16
32 225 113
32 230 1
32 232 2
32 748 291
32 756 11
32 758 2
32 759 2
32 764 1
32 773 1
32 269 340
32 784 1
32 796 32
32 286 257
32 808 7
32 809 1
32 308 354
32 821 187
32 310 54
32 823 202
32 315 64
32 319 159
32 323 114
32 326 6
32 856 2
32 347 511
32 860 211
32 352 85
32 874 5
32 877 1
32 878 14
32 879 15
32 379 47
32 895 3
32 899 639
32 394 226
32 151 11
32 915 1
32 917 22
32 921 1
32 419 175
32 420 27
32 943 16
32 439 1551
32 442 1849
32 447 1648
32 448 1480
32 449 75
32 452 16
32 965 76
32 967 1
32 456 15
32 458 194
32 473 55
32 474 3
32 485 141
32 252 48
32 1004 7
32 507 95
32 1023 4
33 448 2
33 38 72
33 39 43
33 40 5
33 78 47
33 51 2
33 439 4
33 347 1
33 447 4
36 450 67
36 292 1
36 229 30
36 391 2
36 42 111
36 43 111
36 79 56
36 222 6
36 188 2
36 52 8
36 41 124
36 376 107
36 441 91
36 348 102
36 187 101
36 444 2
36 382 20
36 383 82
38 685 1071
38 532 1
38 39 8380
38 40 6476
38 1068 27
38 51 603
38 1077 302
38 56 23
38 59 1
38 1088 27
38 1089 27
38 1094 9
38 71 15
38 585 2
38 74 112
38 78 6578
38 591 96
38 592 1927
38 596 1
38 94 82
38 100 22
38 106 112
38 107 11
38 125 56
38 133 28
38 651 317
38 151 554
38 672 6
38 679 1847
38 682 1587
38 173 281
38 174 7
38 687 14
38 177 67
38 690 825
38 692 6
38 693 1
38 185 1311
38 186 2566
38 188 2
38 189 2490
38 190 2
38 193 4731
38 194 304
38 195 1227
38 196 11
38 717 84
38 215 65
38 225 1133
38 230 40
38 232 850
38 233 15
38 748 439
38 383 1
38 773 15
38 784 34
38 387 2
38 796 250
38 286 951
38 288 72
38 290 22
38 294 76
38 808 193
38 809 39
38 833 4
38 347 4378
38 348 288
38 351 2
38 352 292
38 353 4
38 401 2
38 365 351
38 366 334
38 369 1195
38 377 191
38 378 438
38 379 414
38 382 7
38 895 53
38 899 1585
38 388 6
38 390 163
38 394 237
38 398 16
38 912 3
38 913 22
38 921 353
38 922 308
38 941 6
38 942 142
38 943 107
38 435 2
38 439 7580
38 441 2
38 442 5425
38 444 2
38 447 7444
38 448 5372
38 449 2708
38 450 2
38 451 1
38 452 66
38 453 2
38 456 40
38 464 1
38 466 1
38 979 4
38 1004 60
38 1009 27
38 501 1
38 507 94
38 508 349
38 509 312
38 510 285
38 1023 132
39 1039 28
